Height,Width,CenterX,CenterY,Area,Perimeter,Compactness,MajorAxis,MinorAxis,Orientation,Eccentricity,HuMoment1,HuMoment2,HuMoment3,HuMoment4,HuMoment5,HuMoment6,HuMoment7,Class
326,301,139.8634213,152.2791763,52834,2125.905,0.853095314,359.8565105,210.727085,52.49464231,0.8106099845,0.2057305911,0.01012964076,0.001315050312,0.000138772222,0.000000049201,0.000012167784,0.000000217672,1
313,330,151.0211041,154.4409775,50701,2108.255,0.8566558046,345.4354233,222.9496086,42.0301878,0.7638311102,0.2083694249,0.007365057419,0.002257942372,0.000118886266,0.000000029722,0.000006130817,0.000000282531,1
292,340,161.1836935,151.2202729,48962,2233.087,0.8766163178,345.1997168,219.1355964,31.51521578,0.7726697887,0.213407724,0.008246768189,0.002549892999,0.000088733825,0.00000000827,0.000001804377,0.000000151866,1
277,345,167.3646475,143.6208394,48370,1917.895,0.8347519674,345.8847101,216.5428674,28.39178225,0.7797788673,0.2151807344,0.008833246883,0.002223635116,0.000081917197,-0.000000009999,-0.000001483629,0.000000131332,1
268,345,170.1211134,136.8904479,48178,1990.216,0.8471525476,346.113381,215.9363737,27.48819896,0.7815128677,0.21590929,0.009006627537,0.001936037545,0.000094784068,-0.000000011795,-0.000001511827,0.000000054584,1
265,343,175.9511079,133.0128027,49599,1582.151,0.7510071224,355.8153888,214.2903162,30.03007029,0.7983064892,0.2174145902,0.01033869835,0.001477665105,0.000083004374,0.000000002595,0.000003017641,-0.000000028175,1
269,336,173.8484269,140.719728,48089,1592.612,0.7617485005,353.8167842,211.6813251,29.47897093,0.8012874965,0.2209606653,0.01090869501,0.001543630184,0.000121853767,0.00000000826,0.00000565296,-0.000000058589,1
250,337,178.6385931,129.7239947,47423,2377.72,0.894591055,354.5713505,208.9773301,27.22729742,0.8078557984,0.2232627258,0.01168942199,0.001443762153,0.000132270749,0.000000018181,0.000007875138,-0.000000058525,1
254,337,179.46276,129.8640882,46979,2300.716,0.8884710518,355.0840486,208.9227368,28.66808644,0.8085878617,0.2258270951,0.01202331028,0.001700272751,0.000175332547,0.00000004901,0.000013590262,-0.000000088217,1
259,339,179.5841171,130.0462671,46037,2428.315,0.9018914552,348.6538335,202.7081942,33.31226,0.8136161178,0.22081822,0.01193484059,0.001557404137,0.000128737759,0.0000000409,0.000011521193,-0.000000055026,1
280,331,163.4113586,139.469431,45340,2139.715,0.8755544082,330.6915165,208.0025703,37.34553605,0.7774111559,0.2103902665,0.00829872016,0.002124624968,0.000124097588,0.000000032526,0.00000625695,0.000000144124,1
284,320,155.0094223,144.3389271,43620,2143.101,0.8806533461,333.9972843,203.9339313,38.25025706,0.7919502689,0.2194268784,0.01004952515,0.002682856995,0.000157109319,0.000000053476,0.000008971547,0.000000270448,1
290,308,144.0182846,143.0145092,40526,2049.769,0.8787913086,329.6203315,191.7299293,46.79766051,0.8134255786,0.2242499735,0.01229191979,0.002219543649,0.000117651734,0.000000044734,0.000010879601,0.000000300175,1
294,271,130.9338613,134.2655908,43439,1979.88,0.8607446319,328.2951989,191.9630367,52.15395436,0.8112302034,0.2081078647,0.01041122845,0.001056159905,0.000140947864,0.000000045564,0.000011699007,0.000000170721,1
300,258,117.0716072,140.1465797,42789,1744.861,0.8233879508,321.8341841,194.3633915,55.9738915,0.7970418987,0.206466804,0.009237325205,0.001043353772,0.000126614831,0.000000044488,0.000010618803,0.000000155863,1
309,243,109.78503,142.1968246,41443,1898.719,0.8555426455,316.877465,193.1905998,59.52387529,0.7926555465,0.2077277061,0.009049817233,0.001145810996,0.000128306886,0.000000041702,0.000009001427,0.000000155044,1
315,238,109.7519849,146.882286,41312,1993.546,0.8693728167,312.9818789,193.7738262,61.6873597,0.7852951711,0.2050324182,0.008348108692,0.001041103816,0.000120372433,0.000000032993,0.00000700393,0.000000083189,1
310,234,108.7996048,141.9279328,40490,1871.71,0.8547619132,308.5333298,193.7219391,62.41249222,0.7783100766,0.2048998911,0.007918088633,0.001083793373,0.00010966048,0.000000022835,0.000004458561,0.000000055487,1
312,236,110.4275643,143.4242627,40284,2071.759,0.8820592234,306.288249,194.6048489,63.73271091,0.7722119218,0.204309833,0.007531652001,0.001090221237,0.000111110077,0.00000003052,0.000006037336,0.000000050173,1
314,232,107.9508616,142.7331196,39928,1971.945,0.8709678822,304.6165989,192.9524773,65.1798522,0.7738021869,0.2035575439,0.007558120652,0.000953916685,0.000107711881,0.000000020889,0.000004270779,0.000000013715,1
